毕业年份,学校名称,专业分类,院校所在地,工资/月,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,温州大学,综合,浙江,5050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,河南科技大学,理工,河南,5119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,常州大学,理工,江苏,4935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,烟台大学,综合,山东,4882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,成都中医药大学,医药,四川,5051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,浙江师范大学,师范,浙江,4826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,太原理工大学,理工,山西,4768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,湖北大学,综合,湖北,4997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,河北师范大学,师范,河北,4631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,燕山大学,理工,河北,4605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,北京联合大学,综合,北京,4947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,长江大学,综合,湖北,4780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,河北工业大学,理工,河北 ,4484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,四川农业大学,农林,四川,4829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,安徽农业大学,农林,安徽,4610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,成都理工大学,理工,四川,4368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,山西财经大学,财经,山西,4660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,湖南中医药大学,医药,湖南,4552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,兰州交通大学,理工,甘肃,4445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,西北师范大学,师范,甘肃,4371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,天津中医药大学,医药,天津,4555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,安徽师范大学,师范,安徽,4441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,南京工业大学,理工,江苏,4352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,重庆工商大学,财经,重庆,4202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,重庆师范大学,师范,重庆,4528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,兰州理工大学,理工,甘肃,4303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,青岛科技大学,理工,山东,4194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,天津师范大学,师范,天津,4325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,华北电力大学(保定),理工,河北,4144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,山东中医药大学,医药,山东,4163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,江苏科技大学,理工,江苏,4146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,武汉工程大学,理工,湖北,4117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,延边大学,综合,吉林 ,4262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,南京信息工程大学,理工,江苏,4180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,西安建筑科技大学,理工,陕西,3971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,清华大学,理工,北京,12614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,北京大学,综合,北京,13790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,北京外国语大学,语言,北京,12242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,上海交通大学,综合,上海,12861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,对外经济贸易大学,财经,北京,12316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,外交学院,语言,北京,12669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,复旦大学,综合,上海,13594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,浙江大学,综合,浙江,12369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,同济大学,理工,上海,13616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,中央财经大学,财经,北京,11902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,上海外国语大学,语言,上海,12587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,中国人民大学,综合,北京,12258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,上海财经大学,财经,上海,11814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,国际关系学院,政法,北京,12786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,华南理工大学,理工,广东,12563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,北京航空航天大学,理工,北京,11813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,中国科学技术大学,理工,安徽,11899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,中山大学,综合,广东,12607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,北京邮电大学,理工,北京,12281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,上海对外经贸大学,财经,上海,12755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,东华大学,理工,上海,11710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,南京大学,综合,江苏,12693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,华东师范大学,师范,上海,11464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,广东外语外贸大学,语言,广州,12229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,上海理工大学,理工,上海,12125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,北京理工大学,理工,北京,11910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,北京电影学院,艺术,北京,12081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,西安交通大学,综合,陕西,11884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,华东政法大学,政法,上海,11255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,厦门大学,综合,福建,11243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,中央美术学院,艺术,北京,11727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,北京交通大学,理工,北京,12329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,东南大学,综合,江苏,11865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,暨南大学,综合,广东,12226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,北京大学医学部,综合,北京,11674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,上海大学,综合,上海,11269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,北京化工大学,理工,北京,11152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,深圳大学,综合,广东,11610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,北京信息科技大学,理工,北京,11477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,哈尔滨工业大学,理工,黑龙江,10832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,华东理工大学,理工,上海,11287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,北京工业大学,理工,北京,11157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,中国传媒大学,语言,北京,11288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,北京科技大学,理工,北京,11174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,南开大学,综合,天津,11932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,中央戏剧学院,艺术,北京,10967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,大连理工大学,理工,辽宁,10837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,上海工程技术大学,理工,上海,11622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,天津大学,理工,天津,10658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,西安电子科技大学,理工,陕西,11397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,哈尔滨工程大学,理工,黑龙江,11579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,上海电力学院,理工,上海,11084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,上海第二工业大学,理工,上海,11570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,华北电力大学(北京),工科,北京,10176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,上海海事大学,理工,上海,10615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,电子科技大学,理工,四川,11325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,北京工商大学,财经,北京,11179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,首都经济贸易大学,财经,北京,10902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,广州美术学院,艺术,广州,10837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,大连海事大学,理工,辽宁,10613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,北京师范大学,师范,北京,10218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,中南大学,综合,湖南,10675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,汕头大学,综合,广东,10320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,华中科技大学,理工,湖北,10926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,北京第二外国语学院,语言,北京,10342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,中国矿业大学(北京),工科,北京,11128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,中国青年政治学院,政法,北京,10758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,上海师范大学,师范,上海,10727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,上海中医药大学,医药,上海,10708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,南京邮电大学,理工,江苏,10848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,北方工业大学,理工,北京,9895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,中国地质大学(北京),工科,北京,10494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,北京服装学院,理工,北京,10178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,南京航空航天大学,理工,江苏,9722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,浙江财经大学,财经,浙江,9888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,中国美术学院,艺术,杭州,9685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,中国农业大学,农林,北京,10467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,西北工业大学,理工,陕西,9738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,中国民航大学,理工,天津,9808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,上海戏剧学院,艺术,上海,9039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,北京建筑大学,理工,北京,9663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,南京理工大学,理工,江苏,9537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,吉林大学,综合,吉林,9696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,重庆大学,综合,重庆,9272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,河北建筑工程学院,理工,河北,9174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,上海应用技术学院,理工,上海,9448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,湖南大学,综合,湖南,9134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,北京物资学院,财经,北京,8833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,中国石油大学,理工,山东,9059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,武汉大学,综合,湖北,9998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,江西财经大学,财经,江西,8801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,广西大学,综合,广西,9159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,中国政法大学,政法,北京,8998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,青岛大学,综合,山东,9338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,上海海洋大学,农林,上海,9788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,北京语言大学,语言,北京,8645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,北京林业大学,农林,北京,9212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,北京印刷学院,理工,北京,8832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,天津工业大学,理工,天津,8850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,南京艺术学院,艺术,南京,8515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,江苏大学,综合,江苏,8790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,武汉科技大学,理工,湖北,9146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,西南财经大学,财经,四川,8905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,山西大学,综合,山西,8730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,扬州大学,综合,江苏,8843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,杭州电子科技大学,理工,浙江,8583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,浙江理工大学,理工,浙江,8617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,中央民族大学,民族,北京,8681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,合肥工业大学,理工,安徽,8783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,江南大学,综合,江苏,8307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,西南政法大学,政法,重庆,8142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,辽宁大学,综合,辽宁,8067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,南方医科大学,医药,广东,8602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,浙江传媒学院,语言,浙江,8358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,广东财经大学,财经,广东,8218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,中国石油大学(华东),理工,山东,8023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,广州大学,综合,广东,8567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,天津商业大学,财经,天津,7913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,华侨大学,综合,福建,8371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,华中农业大学,农林,湖北,8201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,中国石油大学(北京),理工,北京,8022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,华北电力大学(北京),理工,北京,8096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,山东师范大学,师范,山东,7841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,湘潭大学,综合,湖南,8076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,宁波大学,综合,浙江,7811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,海南大学,综合,海南,7936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,四川师范大学,师范,四川,7798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,杭州师范大学,师范,浙江,6847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,长沙理工大学,理工,湖南,7468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,福建师范大学,师范,福建,7154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,中国药科大学,医药,江苏,7337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,北京体育大学,体育,北京,7306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,四川美术学院,艺术,重庆,7286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,东北财经大学,财经,辽宁,7330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,浙江工业大学,理工,浙江,6978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,西安外国语大学,语言,陕西,6514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,长安大学,理工,陕西,7122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,广东工业大学,理工,广东,6703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,南京农业大学,农林,江苏,6660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,西安理工大学,理工,陕西,6865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,天津医科大学,医药,天津,6714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,天津理工大学,理工,天津,7215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,集美大学,综合,福建,6860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,天津财经大学,财经,天津,6741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,大连工业大学,理工,辽宁,6626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,天津科技大学,理工,天津,6738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,山东理工大学,理工,山东,6556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,南京中医药大学,医药,江苏,6792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,河北医科大学,医药,河北,6788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,广西师范大学,师范,广西,6284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,南京医科大学,医药,江苏,7230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,中国矿业大学(北京),理工,北京,6535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,天津美术学院,艺术,天津,6643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,广州中医药大学,医药,广东,6218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,贵州大学,综合,贵州,6376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,山东科技大学,理工,山东,6536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,江西师范大学,师范,江西,6218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,山东财经大学,财经,山东,6854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,安徽医科大学,医药,安徽,6893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,中国人民公安大学,政法,北京,6489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,重庆邮电大学,理工,重庆,6918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,湖南农业大学,农林,湖南,6281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,黑龙江大学,综合,黑龙江,6168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,南京林业大学,农林,江苏,6218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,内蒙古大学,综合,内蒙古,5734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,温州大学,综合,浙江,6110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,河南科技大学,理工,河南,5887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,常州大学,理工,江苏,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,烟台大学,综合,山东,5858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,成都中医药大学,医药,四川,5808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,浙江师范大学,师范,浙江,6032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,太原理工大学,理工,山西,5769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,湖北大学,综合,湖北,5747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,河北师范大学,师范,河北,5742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,燕山大学,理工,河北,5296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,北京联合大学,综合,北京,6084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,长江大学,综合,湖北,5736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,河北工业大学,理工,河北 ,5291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,四川农业大学,农林,四川,5988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,安徽农业大学,农林,安徽,5762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,成都理工大学,理工,四川,5110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,山西财经大学,财经,山西,5499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,湖南中医药大学,医药,湖南,5281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,兰州交通大学,理工,甘肃,5512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,西北师范大学,师范,甘肃,5246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,天津中医药大学,医药,天津,5603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,安徽师范大学,师范,安徽,5196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,南京工业大学,理工,江苏,5049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,重庆工商大学,财经,重庆,5253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,重庆师范大学,师范,重庆,5298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,兰州理工大学,理工,甘肃,5206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,青岛科技大学,理工,山东,5032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,天津师范大学,师范,天津,5406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,华北电力大学(保定),理工,河北,4931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,山东中医药大学,医药,山东,4871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,江苏科技大学,理工,江苏,4934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,武汉工程大学,理工,湖北,4734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,延边大学,综合,吉林 ,5072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,南京信息工程大学,理工,江苏,4974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,西安建筑科技大学,理工,陕西,4925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,